"State","Year","Variable","Value"
"North Dakota","1996","Labor force participation","71.9"
"North Dakota","1997","Labor force participation","72.3"
"North Dakota","1998","Labor force participation","71.9"
"North Dakota","1999","Labor force participation","70.7"
"North Dakota","2000","Labor force participation","70.6"
"North Dakota","2001","Labor force participation","70.6"
"North Dakota","2002","Labor force participation","70.3"
"North Dakota","2003","Labor force participation","71"
"North Dakota","2004","Labor force participation","72"
"North Dakota","2005","Labor force participation","72.3"
"North Dakota","2006","Labor force participation","73.2"
"North Dakota","2007","Labor force participation","74.1"
"North Dakota","2008","Labor force participation","74.4"
"North Dakota","2009","Labor force participation","73.2"
"North Dakota","2010","Labor force participation","72.6"
"North Dakota","2011","Labor force participation","72.9"
"North Dakota","2012","Labor force participation","73"
"North Dakota","2013","Labor force participation","72.7"
"North Dakota","2014","Labor force participation","72.7"
"North Dakota","2015","Labor force participation","71.3"
"North Dakota","2016","Labor force participation","71.5"
"Ohio","1990","Labor force participation","65.8"
"Ohio","1991","Labor force participation","65.5"
"Ohio","1992","Labor force participation","66"
"Ohio","1993","Labor force participation","65.5"
"Ohio","1994","Labor force participation","65.8"
"Ohio","1995","Labor force participation","65.9"
"Ohio","1996","Labor force participation","66.2"
"Ohio","1997","Labor force participation","66.6"
"Ohio","1998","Labor force participation","66.6"
"Ohio","1999","Labor force participation","66.9"
"Ohio","2000","Labor force participation","67.1"
"Ohio","2001","Labor force participation","67.1"
"Ohio","2002","Labor force participation","67.2"
"Ohio","2003","Labor force participation","67.1"
"Ohio","2004","Labor force participation","66.8"
"Ohio","2005","Labor force participation","66.8"
"Ohio","2006","Labor force participation","67.1"
"Ohio","2007","Labor force participation","67.3"
"Ohio","2008","Labor force participation","66.8"
"Ohio","2009","Labor force participation","66"
"Ohio","2010","Labor force participation","65.2"
"Ohio","2011","Labor force participation","64.2"
"Ohio","2012","Labor force participation","63.2"
"Ohio","2013","Labor force participation","63.1"
"Ohio","2014","Labor force participation","62.7"
"Ohio","2015","Labor force participation","62.4"
"Ohio","2016","Labor force participation","62.5"
"Oklahoma","1990","Labor force participation","64.9"
"Oklahoma","1991","Labor force participation","63.8"
"Oklahoma","1992","Labor force participation","63.5"
"Oklahoma","1993","Labor force participation","63.5"
"Oklahoma","1994","Labor force participation","63.6"
"Oklahoma","1995","Labor force participation","63.4"
"Oklahoma","1996","Labor force participation","63.7"
"Oklahoma","1997","Labor force participation","64.2"
"Oklahoma","1998","Labor force participation","64.6"
"Oklahoma","1999","Labor force participation","64.7"
"Oklahoma","2000","Labor force participation","64.4"
"Oklahoma","2001","Labor force participation","64.6"
"Oklahoma","2002","Labor force participation","64.6"
"Oklahoma","2003","Labor force participation","64.2"
"Oklahoma","2004","Labor force participation","64"
"Oklahoma","2005","Labor force participation","64.1"
"Oklahoma","2006","Labor force participation","63.8"
"Oklahoma","2007","Labor force participation","63.5"
"Oklahoma","2008","Labor force participation","63.7"
"Oklahoma","2009","Labor force participation","63.6"
"Oklahoma","2010","Labor force participation","62.4"
"Oklahoma","2011","Labor force participation","61.8"
"Oklahoma","2012","Labor force participation","62.3"
"Oklahoma","2013","Labor force participation","61.8"
"Oklahoma","2014","Labor force participation","60.9"
"Oklahoma","2015","Labor force participation","61.7"
"Oklahoma","2016","Labor force participation","61.2"
"Oregon","1990","Labor force participation","68"
"Oregon","1991","Labor force participation","67.6"
"Oregon","1992","Labor force participation","67.8"
"Oregon","1993","Labor force participation","68.1"
"Oregon","1994","Labor force participation","68.7"
"Oregon","1995","Labor force participation","68.3"
"Oregon","1996","Labor force participation","68.8"
"Oregon","1997","Labor force participation","68.8"
"Oregon","1998","Labor force participation","69"
"Oregon","1999","Labor force participation","68.6"
"Oregon","2000","Labor force participation","68.8"
"Oregon","2001","Labor force participation","68.1"
"Oregon","2002","Labor force participation","67.5"
"Oregon","2003","Labor force participation","67"
"Oregon","2004","Labor force participation","66.1"
"Oregon","2005","Labor force participation","65.4"
"Oregon","2006","Labor force participation","65.5"
"Oregon","2007","Labor force participation","65.7"
"Oregon","2008","Labor force participation","65.8"
"Oregon","2009","Labor force participation","65.7"
"Oregon","2010","Labor force participation","65.4"
"Oregon","2011","Labor force participation","65.1"
"Oregon","2012","Labor force participation","63.1"
"Oregon","2013","Labor force participation","60.9"
"Oregon","2014","Labor force participation","61.2"
"Oregon","2015","Labor force participation","61.4"
"Oregon","2016","Labor force participation","62.6"
"Pennsylvania","1990","Labor force participation","63.3"
"Pennsylvania","1991","Labor force participation","63.2"
"Pennsylvania","1992","Labor force participation","63.7"
"Pennsylvania","1993","Labor force participation","63.3"
"Pennsylvania","1994","Labor force participation","63"
"Pennsylvania","1995","Labor force participation","63"
"Pennsylvania","1996","Labor force participation","63.6"
"Pennsylvania","1997","Labor force participation","64.3"
"Pennsylvania","1998","Labor force participation","64.2"
"Pennsylvania","1999","Labor force participation","64.2"
"Pennsylvania","2000","Labor force participation","64.4"
"Pennsylvania","2001","Labor force participation","64.9"
"Pennsylvania","2002","Labor force participation","65.1"
"Pennsylvania","2003","Labor force participation","64.2"
"Pennsylvania","2004","Labor force participation","64.4"
"Pennsylvania","2005","Labor force participation","64.4"
"Pennsylvania","2006","Labor force participation","64.4"
"Pennsylvania","2007","Labor force participation","64.5"
"Pennsylvania","2008","Labor force participation","65.2"
"Pennsylvania","2009","Labor force participation","64.4"
"Pennsylvania","2010","Labor force participation","63.5"
"Pennsylvania","2011","Labor force participation","63.2"
"Pennsylvania","2012","Labor force participation","63.6"
"Pennsylvania","2013","Labor force participation","63.3"
"Pennsylvania","2014","Labor force participation","62.7"
"Pennsylvania","2015","Labor force participation","62.9"
"Pennsylvania","2016","Labor force participation","63.3"
"Rhode Island","1990","Labor force participation","67.7"
"Rhode Island","1991","Labor force participation","66.4"
"Rhode Island","1992","Labor force participation","67.6"
"Rhode Island","1993","Labor force participation","66.9"
"Rhode Island","1994","Labor force participation","65.8"
"Rhode Island","1995","Labor force participation","65.2"
"Rhode Island","1996","Labor force participation","65.4"
"Rhode Island","1997","Labor force participation","66.5"
"Rhode Island","1998","Labor force participation","66.5"
"Rhode Island","1999","Labor force participation","66.7"
"Rhode Island","2000","Labor force participation","66.9"
"Rhode Island","2001","Labor force participation","66.4"
"Rhode Island","2002","Labor force participation","66.5"
"Rhode Island","2003","Labor force participation","67.2"
"Rhode Island","2004","Labor force participation","66.7"
"Rhode Island","2005","Labor force participation","67.6"
"Rhode Island","2006","Labor force participation","68.4"
"Rhode Island","2007","Labor force participation","68.4"
"Rhode Island","2008","Labor force participation","68"
"Rhode Island","2009","Labor force participation","67.4"
"Rhode Island","2010","Labor force participation","67.3"
"Rhode Island","2011","Labor force participation","66.4"
"Rhode Island","2012","Labor force participation","66"
"Rhode Island","2013","Labor force participation","65.7"
"Rhode Island","2014","Labor force participation","65.2"
"Rhode Island","2015","Labor force participation","64.8"
"Rhode Island","2016","Labor force participation","64.4"
"South Carolina","1990","Labor force participation","66.8"
"South Carolina","1991","Labor force participation","66"
"South Carolina","1992","Labor force participation","66.3"
"South Carolina","1993","Labor force participation","66.8"
"South Carolina","1994","Labor force participation","66.4"
"South Carolina","1995","Labor force participation","66"
"South Carolina","1996","Labor force participation","66.4"
"South Carolina","1997","Labor force participation","66"
"South Carolina","1998","Labor force participation","65.9"
"South Carolina","1999","Labor force participation","66.3"
"South Carolina","2000","Labor force participation","65.9"
"South Carolina","2001","Labor force participation","63.6"
"South Carolina","2002","Labor force participation","62.9"
"South Carolina","2003","Labor force participation","63.8"
"South Carolina","2004","Labor force participation","64"
"South Carolina","2005","Labor force participation","64"
"South Carolina","2006","Labor force participation","63.8"
"South Carolina","2007","Labor force participation","63"
"South Carolina","2008","Labor force participation","62.3"
"South Carolina","2009","Labor force participation","61.7"
"South Carolina","2010","Labor force participation","60.5"
"South Carolina","2011","Labor force participation","60.2"
"South Carolina","2012","Labor force participation","59.8"
"South Carolina","2013","Labor force participation","59.2"
"South Carolina","2014","Labor force participation","59.2"
"South Carolina","2015","Labor force participation","59.4"
"South Carolina","2016","Labor force participation","59.1"
"South Dakota","1990","Labor force participation","69.3"
"South Dakota","1991","Labor force participation","69.3"
"South Dakota","1992","Labor force participation","69.8"
"South Dakota","1993","Labor force participation","70.3"
"South Dakota","1994","Labor force participation","71.5"
"South Dakota","1995","Labor force participation","72"
"South Dakota","1996","Labor force participation","71.7"
"South Dakota","1997","Labor force participation","71.7"
"South Dakota","1998","Labor force participation","72.4"
"South Dakota","1999","Labor force participation","73"
"South Dakota","2000","Labor force participation","72.8"
"South Dakota","2001","Labor force participation","72.9"
"South Dakota","2002","Labor force participation","73.1"
"South Dakota","2003","Labor force participation","73.4"
"South Dakota","2004","Labor force participation","73.4"
"South Dakota","2005","Labor force participation","73"
"South Dakota","2006","Labor force participation","72.8"
"South Dakota","2007","Labor force participation","73.2"
"South Dakota","2008","Labor force participation","73"
"South Dakota","2009","Labor force participation","72.2"
"South Dakota","2010","Labor force participation","71.2"
"South Dakota","2011","Labor force participation","70.6"
"South Dakota","2012","Labor force participation","69.9"
"South Dakota","2013","Labor force participation","69.4"
"South Dakota","2014","Labor force participation","69.3"
"South Dakota","2015","Labor force participation","69.2"
"South Dakota","2016","Labor force participation","69"
"Tennessee","1990","Labor force participation","63.6"
"Tennessee","1991","Labor force participation","63.1"
"Tennessee","1992","Labor force participation","63.4"
"Tennessee","1993","Labor force participation","64.2"
"Tennessee","1994","Labor force participation","66.4"
"Tennessee","1995","Labor force participation","67"
"Tennessee","1996","Labor force participation","66.7"
"Tennessee","1997","Labor force participation","66"
"Tennessee","1998","Labor force participation","65.8"
"Tennessee","1999","Labor force participation","66.1"
"Tennessee","2000","Labor force participation","65.2"
"Tennessee","2001","Labor force participation","65"
"Tennessee","2002","Labor force participation","65.4"
"Tennessee","2003","Labor force participation","64.8"
"Tennessee","2004","Labor force participation","63.4"
"Tennessee","2005","Labor force participation","63"
"Tennessee","2006","Labor force participation","64.7"
"Tennessee","2007","Labor force participation","64.4"
"Tennessee","2008","Labor force participation","63.4"
"Tennessee","2009","Labor force participation","62.7"
"Tennessee","2010","Labor force participation","62.7"
"Tennessee","2011","Labor force participation","62.8"
"Tennessee","2012","Labor force participation","61.7"
"Tennessee","2013","Labor force participation","60.7"
"Tennessee","2014","Labor force participation","59.5"
"Tennessee","2015","Labor force participation","59.5"
"Tennessee","2016","Labor force participation","60.1"
"Texas","1990","Labor force participation","68.4"
"Texas","1991","Labor force participation","68.4"
"Texas","1992","Labor force participation","69.1"
"Texas","1993","Labor force participation","69.1"
"Texas","1994","Labor force participation","69.4"
"Texas","1995","Labor force participation","69.3"
"Texas","1996","Labor force participation","69.1"
"Texas","1997","Labor force participation","69.1"
"Texas","1998","Labor force participation","69"
"Texas","1999","Labor force participation","68.6"
"Texas","2000","Labor force participation","68.2"
"Texas","2001","Labor force participation","68"
"Texas","2002","Labor force participation","68.1"
"Texas","2003","Labor force participation","68"
"Texas","2004","Labor force participation","67.3"
"Texas","2005","Labor force participation","66.9"
"Texas","2006","Labor force participation","66.6"
"Texas","2007","Labor force participation","65.7"
"Texas","2008","Labor force participation","65.8"
"Texas","2009","Labor force participation","65.8"
"Texas","2010","Labor force participation","65.9"
"Texas","2011","Labor force participation","65.9"
"Texas","2012","Labor force participation","65.6"
"Texas","2013","Labor force participation","65.4"
"Texas","2014","Labor force participation","64.8"
"Texas","2015","Labor force participation","63.7"
"Texas","2016","Labor force participation","63.7"
"Utah","1990","Labor force participation","70.9"
"Utah","1991","Labor force participation","70.9"
"Utah","1992","Labor force participation","71.1"
"Utah","1993","Labor force participation","72.2"
"Utah","1994","Labor force participation","73"
"Utah","1995","Labor force participation","72"
"Utah","1996","Labor force participation","71.5"
"Utah","1997","Labor force participation","71.8"
"Utah","1998","Labor force participation","72.2"
"Utah","1999","Labor force participation","72.1"
"Utah","2000","Labor force participation","72.1"
"Utah","2001","Labor force participation","71.9"
"Utah","2002","Labor force participation","71.6"
"Utah","2003","Labor force participation","71.1"
"Utah","2004","Labor force participation","71.1"
"Utah","2005","Labor force participation","71.6"
"Utah","2006","Labor force participation","71.8"
"Utah","2007","Labor force participation","71.9"
"Utah","2008","Labor force participation","70.9"
"Utah","2009","Labor force participation","69.2"
"Utah","2010","Labor force participation","68.8"
"Utah","2011","Labor force participation","67.8"
"Utah","2012","Labor force participation","67.7"
"Utah","2013","Labor force participation","68.1"
"Utah","2014","Labor force participation","68"
"Utah","2015","Labor force participation","68.2"
"Utah","2016","Labor force participation","68.7"
"Vermont","1990","Labor force participation","71"
"Vermont","1991","Labor force participation","70.2"
"Vermont","1992","Labor force participation","70.7"
"Vermont","1993","Labor force participation","71.3"
"Vermont","1994","Labor force participation","71.2"
"Vermont","1995","Labor force participation","71.4"
"Vermont","1996","Labor force participation","71.4"
"Vermont","1997","Labor force participation","71.5"
"Vermont","1998","Labor force participation","72"
"Vermont","1999","Labor force participation","71.9"
"Vermont","2000","Labor force participation","69.9"
"Vermont","2001","Labor force participation","70.4"
"Vermont","2002","Labor force participation","71"
"Vermont","2003","Labor force participation","70.9"
"Vermont","2004","Labor force participation","70.7"
"Vermont","2005","Labor force participation","70.8"
"Vermont","2006","Labor force participation","71.5"
"Vermont","2007","Labor force participation","70.4"
"Vermont","2008","Labor force participation","70.3"
"Vermont","2009","Labor force participation","71"
"Vermont","2010","Labor force participation","70.8"
"Vermont","2011","Labor force participation","70.2"
"Vermont","2012","Labor force participation","69.4"
"Vermont","2013","Labor force participation","68.4"
"Vermont","2014","Labor force participation","67.6"
"Vermont","2015","Labor force participation","67.1"
"Vermont","2016","Labor force participation","66.9"
"Virginia","1990","Labor force participation","69.9"
"Virginia","1991","Labor force participation","70.8"
"Virginia","1992","Labor force participation","71.1"
"Virginia","1993","Labor force participation","69.6"
"Virginia","1994","Labor force participation","69.7"
"Virginia","1995","Labor force participation","69.3"
"Virginia","1996","Labor force participation","67.7"
"Virginia","1997","Labor force participation","67.4"
"Virginia","1998","Labor force participation","67.4"
"Virginia","1999","Labor force participation","67.6"
"Virginia","2000","Labor force participation","68"
"Virginia","2001","Labor force participation","68.2"
"Virginia","2002","Labor force participation","68.3"
"Virginia","2003","Labor force participation","68"
"Virginia","2004","Labor force participation","67.6"
"Virginia","2005","Labor force participation","68.3"
"Virginia","2006","Labor force participation","68.7"
"Virginia","2007","Labor force participation","68.9"
"Virginia","2008","Labor force participation","69.7"
"Virginia","2009","Labor force participation","68.6"
"Virginia","2010","Labor force participation","67.7"
"Virginia","2011","Labor force participation","67.4"
"Virginia","2012","Labor force participation","66.8"
"Virginia","2013","Labor force participation","66.3"
"Virginia","2014","Labor force participation","65.9"
"Virginia","2015","Labor force participation","64.8"
"Virginia","2016","Labor force participation","64.8"
"Washington","1990","Labor force participation","68.7"
"Washington","1991","Labor force participation","67.7"
"Washington","1992","Labor force participation","68.3"
"Washington","1993","Labor force participation","68.1"
"Washington","1994","Labor force participation","67.9"
"Washington","1995","Labor force participation","68.3"
"Washington","1996","Labor force participation","68.8"
"Washington","1997","Labor force participation","69.8"
"Washington","1998","Labor force participation","70.2"
"Washington","1999","Labor force participation","70"
"Washington","2000","Labor force participation","68.5"
"Washington","2001","Labor force participation","67"
"Washington","2002","Labor force participation","67"
"Washington","2003","Labor force participation","67.1"
"Washington","2004","Labor force participation","67.5"
"Washington","2005","Labor force participation","67.7"
"Washington","2006","Labor force participation","67.6"
"Washington","2007","Labor force participation","68"
"Washington","2008","Labor force participation","68.4"
"Washington","2009","Labor force participation","68.3"
"Washington","2010","Labor force participation","66.9"
"Washington","2011","Labor force participation","65.2"
"Washington","2012","Labor force participation","64.5"
"Washington","2013","Labor force participation","63.6"
"Washington","2014","Labor force participation","63.2"
"Washington","2015","Labor force participation","63.1"
"Washington","2016","Labor force participation","63.7"
"West Virginia","1990","Labor force participation","54.5"
"West Virginia","1991","Labor force participation","55.1"
"West Virginia","1992","Labor force participation","55"
"West Virginia","1993","Labor force participation","54.7"
"West Virginia","1994","Labor force participation","54.6"
"West Virginia","1995","Labor force participation","54.7"
"West Virginia","1996","Labor force participation","55.3"
"West Virginia","1997","Labor force participation","55.5"
"West Virginia","1998","Labor force participation","55.4"
"West Virginia","1999","Labor force participation","56.2"
"West Virginia","2000","Labor force participation","56.6"
"West Virginia","2001","Labor force participation","56.7"
"West Virginia","2002","Labor force participation","56"
"West Virginia","2003","Labor force participation","54.9"
"West Virginia","2004","Labor force participation","54.7"
"West Virginia","2005","Labor force participation","55.1"
"West Virginia","2006","Labor force participation","56"
"West Virginia","2007","Labor force participation","56.2"
"West Virginia","2008","Labor force participation","56.1"
"West Virginia","2009","Labor force participation","56"
"West Virginia","2010","Labor force participation","54.9"
"West Virginia","2011","Labor force participation","54.3"
"West Virginia","2012","Labor force participation","54.3"
"West Virginia","2013","Labor force participation","53.7"
"West Virginia","2014","Labor force participation","53.2"
"West Virginia","2015","Labor force participation","53"
"West Virginia","2016","Labor force participation","53.2"
"Wisconsin","1990","Labor force participation","70.4"
"Wisconsin","1991","Labor force participation","70.4"
"Wisconsin","1992","Labor force participation","71.3"
"Wisconsin","1993","Labor force participation","72.1"
"Wisconsin","1994","Labor force participation","73.3"
"Wisconsin","1995","Labor force participation","73.7"
"Wisconsin","1996","Labor force participation","74.2"
"Wisconsin","1997","Labor force participation","74.5"
"Wisconsin","1998","Labor force participation","74"
"Wisconsin","1999","Labor force participation","72.8"
"Wisconsin","2000","Labor force participation","72.8"
"Wisconsin","2001","Labor force participation","73"
"Wisconsin","2002","Labor force participation","72.5"
"Wisconsin","2003","Labor force participation","72.5"
"Wisconsin","2004","Labor force participation","71.4"
"Wisconsin","2005","Labor force participation","70.5"
"Wisconsin","2006","Labor force participation","70.7"
"Wisconsin","2007","Labor force participation","70.9"
"Wisconsin","2008","Labor force participation","70.4"
"Wisconsin","2009","Labor force participation","70.2"
"Wisconsin","2010","Labor force participation","69.5"
"Wisconsin","2011","Labor force participation","69"
"Wisconsin","2012","Labor force participation","68.5"
"Wisconsin","2013","Labor force participation","68.4"
"Wisconsin","2014","Labor force participation","68.1"
"Wisconsin","2015","Labor force participation","68"
"Wisconsin","2016","Labor force participation","68.3"
"Wyoming","1990","Labor force participation","71.6"
"Wyoming","1991","Labor force participation","70.7"
"Wyoming","1992","Labor force participation","70.3"
"Wyoming","1993","Labor force participation","70.2"
"Wyoming","1994","Labor force participation","71"
"Wyoming","1995","Labor force participation","71.2"
"Wyoming","1996","Labor force participation","70.5"
"Wyoming","1997","Labor force participation","69.4"
"Wyoming","1998","Labor force participation","70.2"
"Wyoming","1999","Labor force participation","71"
"Wyoming","2000","Labor force participation","71.6"
"Wyoming","2001","Labor force participation","71.8"
"Wyoming","2002","Labor force participation","71.1"
"Wyoming","2003","Labor force participation","71.5"
"Wyoming","2004","Labor force participation","71.2"
"Wyoming","2005","Labor force participation","70.9"
"Wyoming","2006","Labor force participation","71"
"Wyoming","2007","Labor force participation","71"
"Wyoming","2008","Labor force participation","71.4"
"Wyoming","2009","Labor force participation","71.8"
"Wyoming","2010","Labor force participation","70.4"
"Wyoming","2011","Labor force participation","70.2"
"Wyoming","2012","Labor force participation","69.2"
"Wyoming","2013","Labor force participation","68.2"
"Wyoming","2014","Labor force participation","68.1"
"Wyoming","2015","Labor force participation","67.6"
"Wyoming","2016","Labor force participation","67"
"Los Angeles County","1990","Labor force participation","66.6"
"Los Angeles County","1991","Labor force participation","66.4"
"Los Angeles County","1992","Labor force participation","65.7"
"Los Angeles County","1993","Labor force participation","64.2"
"Los Angeles County","1994","Labor force participation","63.8"
"Los Angeles County","1995","Labor force participation","64"
"Los Angeles County","1996","Labor force participation","64.6"
"Los Angeles County","1997","Labor force participation","65.4"
"Los Angeles County","1998","Labor force participation","66.2"
"Los Angeles County","1999","Labor force participation","65.8"
"Los Angeles County","2000","Labor force participation","66.3"
"Los Angeles County","2001","Labor force participation","66.4"
"Los Angeles County","2002","Labor force participation","65.8"
"Los Angeles County","2003","Labor force participation","65"
"Los Angeles County","2004","Labor force participation","64.8"
"Los Angeles County","2005","Labor force participation","64.9"
"Los Angeles County","2006","Labor force participation","65.2"
"Los Angeles County","2007","Labor force participation","65.7"
"Los Angeles County","2008","Labor force participation","66.1"
"Los Angeles County","2009","Labor force participation","65.3"
"Los Angeles County","2010","Labor force participation","64.3"
"Los Angeles County","2011","Labor force participation","63.6"
"Los Angeles County","2012","Labor force participation","62.8"
"Los Angeles County","2013","Labor force participation","62.8"
"Los Angeles County","2014","Labor force participation","62.8"
"Los Angeles County","2015","Labor force participation","62.2"
"Los Angeles County","2016","Labor force participation","62.4"
"New York city","1990","Labor force participation","56.9"
"New York city","1991","Labor force participation","55.9"
"New York city","1992","Labor force participation","56.4"
"New York city","1993","Labor force participation","56"
"New York city","1994","Labor force participation","55.6"
"New York city","1995","Labor force participation","55.5"
"New York city","1996","Labor force participation","56.6"
"New York city","1997","Labor force participation","58.3"
"New York city","1998","Labor force participation","58.5"
"New York city","1999","Labor force participation","58.8"
"New York city","2000","Labor force participation","59.1"
"New York city","2001","Labor force participation","58.9"
"New York city","2002","Labor force participation","58.9"
"New York city","2003","Labor force participation","58.3"
"New York city","2004","Labor force participation","58.8"
"New York city","2005","Labor force participation","59.2"
"New York city","2006","Labor force participation","59"
"New York city","2007","Labor force participation","59.1"
"New York city","2008","Labor force participation","59.7"
"New York city","2009","Labor force participation","59.9"
"New York city","2010","Labor force participation","60"
"New York city","2011","Labor force participation","59.7"
"New York city","2012","Labor force participation","60"
"New York city","2013","Labor force participation","60.2"
"New York city","2014","Labor force participation","60.3"
"New York city","2015","Labor force participation","60.2"
"New York city","2016","Labor force participation","60.3"
"Alabama","1990","Total employment","57.9"
"Alabama","1991","Total employment","57.1"
"Alabama","1992","Total employment","57.6"
"Alabama","1993","Total employment","58.1"
"Alabama","1994","Total employment","58.9"
"Alabama","1995","Total employment","59.7"
"Alabama","1996","Total employment","60.2"
"Alabama","1997","Total employment","61.2"
"Alabama","1998","Total employment","61.1"
"Alabama","1999","Total employment","60.7"
"Alabama","2000","Total employment","60.3"
"Alabama","2001","Total employment","59.2"
"Alabama","2002","Total employment","58.2"
"Alabama","2003","Total employment","58.2"
"Alabama","2004","Total employment","58.5"
"Alabama","2005","Total employment","58.9"
"Alabama","2006","Total employment","59.1"
"Alabama","2007","Total employment","58.7"
"Alabama","2008","Total employment","57.2"
"Alabama","2009","Total employment","53.1"
"Alabama","2010","Total employment","53.2"
"Alabama","2011","Total employment","53.4"
"Alabama","2012","Total employment","53.5"
"Alabama","2013","Total employment","53.4"
"Alabama","2014","Total employment","53.3"
"Alabama","2015","Total employment","53.2"
"Alabama","2016","Total employment","53.4"
"Alaska","1990","Total employment","67.0"
"Alaska","1991","Total employment","66.3"
"Alaska","1992","Total employment","66.3"
"Alaska","1993","Total employment","67.6"
"Alaska","1994","Total employment","68.3"
"Alaska","1995","Total employment","67.8"
"Alaska","1996","Total employment","68.0"
"Alaska","1997","Total employment","68.7"
"Alaska","1998","Total employment","69.3"
"Alaska","1999","Total employment","68.7"
"Alaska","2000","Total employment","68.6"
"Alaska","2001","Total employment","67.8"
"Alaska","2002","Total employment","66.9"
"Alaska","2003","Total employment","66.5"
"Alaska","2004","Total employment","66.2"
"Alaska","2005","Total employment","66.8"
"Alaska","2006","Total employment","66.6"
"Alaska","2007","Total employment","66.3"
"Alaska","2008","Total employment","66.2"
"Alaska","2009","Total employment","64.8"
"Alaska","2010","Total employment","64.3"
"Alaska","2011","Total employment","63.9"
"Alaska","2012","Total employment","63.4"
"Alaska","2013","Total employment","63.1"
"Alaska","2014","Total employment","63.0"
"Alaska","2015","Total employment","62.6"
"Alaska","2016","Total employment","61.7"
"Arizona","1990","Total employment","60.9"
"Arizona","1991","Total employment","59.5"
"Arizona","1992","Total employment","58.6"
"Arizona","1993","Total employment","59.4"
"Arizona","1994","Total employment","61.4"
"Arizona","1995","Total employment","63.0"
"Arizona","1996","Total employment","62.3"
"Arizona","1997","Total employment","61.5"
"Arizona","1998","Total employment","62.1"
"Arizona","1999","Total employment","62.7"
"Arizona","2000","Total employment","62.6"
"Arizona","2001","Total employment","62.3"
"Arizona","2002","Total employment","61.9"
"Arizona","2003","Total employment","61.8"
"Arizona","2004","Total employment","61.7"
"Arizona","2005","Total employment","61.5"
"Arizona","2006","Total employment","61.9"
"Arizona","2007","Total employment","61.3"
"Arizona","2008","Total employment","59.9"
"Arizona","2009","Total employment","56.9"
"Arizona","2010","Total employment","56.6"
"Arizona","2011","Total employment","55.8"
"Arizona","2012","Total employment","55.5"
"Arizona","2013","Total employment","55.1"
"Arizona","2014","Total employment","55.8"
"Arizona","2015","Total employment","56.5"
"Arizona","2016","Total employment","57.1"
"Arkansas","1990","Total employment","59.2"
"Arkansas","1991","Total employment","58.0"
"Arkansas","1992","Total employment","58.8"
"Arkansas","1993","Total employment","59.5"
"Arkansas","1994","Total employment","61.1"
"Arkansas","1995","Total employment","61.6"
"Arkansas","1996","Total employment","61.0"
"Arkansas","1997","Total employment","60.0"
"Arkansas","1998","Total employment","59.4"
"Arkansas","1999","Total employment","59.7"
"Arkansas","2000","Total employment","59.5"
"Arkansas","2001","Total employment","58.4"
"Arkansas","2002","Total employment","58.5"
"Arkansas","2003","Total employment","57.8"
"Arkansas","2004","Total employment","58.7"
"Arkansas","2005","Total employment","60.4"
"Arkansas","2006","Total employment","60.4"
"Arkansas","2007","Total employment","59.9"
"Arkansas","2008","Total employment","59.5"
"Arkansas","2009","Total employment","56.8"
"Arkansas","2010","Total employment","55.7"
"Arkansas","2011","Total employment","55.5"
"Arkansas","2012","Total employment","54.8"
"Arkansas","2013","Total employment","53.3"
"Arkansas","2014","Total employment","53.5"
"Arkansas","2015","Total employment","55.1"
"Arkansas","2016","Total employment","55.8"
"California","1990","Total employment","63.1"
"California","1991","Total employment","61.3"
"California","1992","Total employment","60.2"
"California","1993","Total employment","59.7"
"California","1994","Total employment","60.1"
"California","1995","Total employment","60.4"
"California","1996","Total employment","61.0"
"California","1997","Total employment","62.0"
"California","1998","Total employment","62.6"
"California","1999","Total employment","62.9"
"California","2000","Total employment","63.8"
"California","2001","Total employment","63.5"
"California","2002","Total employment","62.2"
"California","2003","Total employment","61.4"
"California","2004","Total employment","61.5"
"California","2005","Total employment","62.0"
"California","2006","Total employment","62.2"
"California","2007","Total employment","62.1"
"California","2008","Total employment","61.1"
"California","2009","Total employment","57.9"
"California","2010","Total employment","56.4"
"California","2011","Total employment","56.1"
"California","2012","Total employment","56.6"
"California","2013","Total employment","57.1"
"California","2014","Total employment","57.7"
"California","2015","Total employment","58.3"
"California","2016","Total employment","58.9"
"Colorado","1990","Total employment","67.2"
"Colorado","1991","Total employment","66.9"
"Colorado","1992","Total employment","66.2"
"Colorado","1993","Total employment","67.4"
"Colorado","1994","Total employment","69.6"
"Colorado","1995","Total employment","70.5"
"Colorado","1996","Total employment","69.5"
"Colorado","1997","Total employment","70.4"
"Colorado","1998","Total employment","71.6"
"Colorado","1999","Total employment","71.2"
"Colorado","2000","Total employment","70.3"
"Colorado","2001","Total employment","68.8"
"Colorado","2002","Total employment","67.8"
"Colorado","2003","Total employment","67.7"
"Colorado","2004","Total employment","68.6"
"Colorado","2005","Total employment","68.6"
"Colorado","2006","Total employment","69.3"
"Colorado","2007","Total employment","69.5"
"Colorado","2008","Total employment","68.6"
"Colorado","2009","Total employment","65.8"
"Colorado","2010","Total employment","64.2"
"Colorado","2011","Total employment","63.9"
"Colorado","2012","Total employment","63.6"
"Colorado","2013","Total employment","63.6"
"Colorado","2014","Total employment","64.4"
"Colorado","2015","Total employment","64.3"
"Colorado","2016","Total employment","64.7"
"Connecticut","1990","Total employment","67.1"
"Connecticut","1991","Total employment","66.9"
"Connecticut","1992","Total employment","66.0"
